"","Agent","subject","TrialNumber","player_location","Player_letter_angle","Player_letter_angle_abs","RT","correct","sex","age","Handedness","pairs","Letter_Form","block","TrialNumber_inBlock","self_theta","other_theta","self_theta_centred","other_theta_centred","Agent_Contrast","Robot_Contrast","Morphology_Contrast","Animacy_Contrast","Exposure","TrialNumber_inBlockCoded","Letter_Form_Coded","Agent_cat","error_rates"
"138","Human",52210149,155,"left",45,45,1126,1,"Man, including trans man",19,"Right-handed","6","mirrored",5,27,0.25,0.75,-0.25,0.25,0.5,NA,0.5,0.5,0.1,3.5,-1,"Human",0
"139","Human",52210149,156,"left",315,45,712,1,"Man, including trans man",19,"Right-handed","6","mirrored",5,28,0.25,0.25,-0.25,-0.25,0.5,NA,0.5,0.5,0.1,3.5,-1,"Human",0
"140","Human",52210149,157,"left",315,45,1369,1,"Man, including trans man",19,"Right-handed","6","Normal",5,29,0.25,0.25,-0.25,-0.25,0.5,NA,0.5,0.5,0.1,4.5,1,"Human",0
"141","Human",52210149,158,"left",225,135,1501,1,"Man, including trans man",19,"Right-handed","6","mirrored",5,30,0.75,0.25,0.25,-0.25,0.5,NA,0.5,0.5,0.1,4.5,-1,"Human",0
"142","Human",52210149,160,"left",45,45,970,1,"Man, including trans man",19,"Right-handed","6","Normal",5,32,0.25,0.75,-0.25,0.25,0.5,NA,0.5,0.5,0.1,4.5,1,"Human",0
"143","Human",52210149,161,"right",0,0,1497,1,"Man, including trans man",19,"Right-handed","6","mirrored",6,1,0,0.5,-0.5,0,0.5,NA,0.5,0.5,0.1,-4.5,-1,"Human",0
"144","Human",52210149,162,"right",0,0,770,1,"Man, including trans man",19,"Right-handed","6","Normal",6,2,0,0.5,-0.5,0,0.5,NA,0.5,0.5,0.1,-4.5,1,"Human",0
"145","Human",52210149,163,"right",270,90,748,1,"Man, including trans man",19,"Right-handed","6","mirrored",6,3,0.5,1,0,0.5,0.5,NA,0.5,0.5,0.1,-4.5,-1,"Human",0
"146","Human",52210149,165,"right",90,90,1189,1,"Man, including trans man",19,"Right-handed","6","Normal",6,5,0.5,0,0,-0.5,0.5,NA,0.5,0.5,0.1,-3.5,1,"Human",0
"147","Human",52210149,166,"right",225,135,1012,1,"Man, including trans man",19,"Right-handed","6","Normal",6,6,0.75,0.75,0.25,0.25,0.5,NA,0.5,0.5,0.1,-3.5,1,"Human",0
"148","Human",52210149,167,"right",45,45,807,1,"Man, including trans man",19,"Right-handed","6","Normal",6,7,0.25,0.25,-0.25,-0.25,0.5,NA,0.5,0.5,0.2,-2.5,1,"Human",0
"149","Human",52210149,168,"right",0,0,1031,1,"Man, including trans man",19,"Right-handed","6","mirrored",6,8,0,0.5,-0.5,0,0.5,NA,0.5,0.5,0.2,-2.5,-1,"Human",0
"150","Human",52210149,171,"right",135,135,1320,1,"Man, including trans man",19,"Right-handed","6","mirrored",6,11,0.75,0.25,0.25,-0.25,0.5,NA,0.5,0.5,0.2,-1.5,-1,"Human",0
"151","Human",52210149,172,"right",315,45,997,1,"Man, including trans man",19,"Right-handed","6","Normal",6,12,0.25,0.75,-0.25,0.25,0.5,NA,0.5,0.5,0.2,-1.5,1,"Human",0
"152","Human",52210149,173,"right",270,90,1138,1,"Man, including trans man",19,"Right-handed","6","mirrored",6,13,0.5,1,0,0.5,0.5,NA,0.5,0.5,0.2,-0.5,-1,"Human",0
"153","Human",52210149,176,"right",270,90,1457,1,"Man, including trans man",19,"Right-handed","6","Normal",6,16,0.5,1,0,0.5,0.5,NA,0.5,0.5,0.2,-0.5,1,"Human",0
"154","Human",52210149,177,"right",225,135,1338,1,"Man, including trans man",19,"Right-handed","6","Normal",6,17,0.75,0.75,0.25,0.25,0.5,NA,0.5,0.5,0.2,0.5,1,"Human",0
"155","Human",52210149,178,"right",0,0,582,1,"Man, including trans man",19,"Right-handed","6","Normal",6,18,0,0.5,-0.5,0,0.5,NA,0.5,0.5,0.2,0.5,1,"Human",0
"156","Human",52210149,179,"right",180,180,1945,1,"Man, including trans man",19,"Right-handed","6","mirrored",6,19,1,0.5,0.5,0,0.5,NA,0.5,0.5,0.2,0.5,-1,"Human",0
"157","Human",52210149,180,"right",135,135,1261,1,"Man, including trans man",19,"Right-handed","6","Normal",6,20,0.75,0.25,0.25,-0.25,0.5,NA,0.5,0.5,0.2,1.5,1,"Human",0
"158","Human",52210149,181,"right",315,45,1398,1,"Man, including trans man",19,"Right-handed","6","mirrored",6,21,0.25,0.75,-0.25,0.25,0.5,NA,0.5,0.5,0.2,1.5,-1,"Human",0
"159","Human",52210149,184,"right",315,45,1330,1,"Man, including trans man",19,"Right-handed","6","Normal",6,24,0.25,0.75,-0.25,0.25,0.5,NA,0.5,0.5,0.2,2.5,1,"Human",0
"160","Human",52210149,185,"right",270,90,1252,1,"Man, including trans man",19,"Right-handed","6","Normal",6,25,0.5,1,0,0.5,0.5,NA,0.5,0.5,0.2,2.5,1,"Human",0
"161","Human",52210149,187,"right",135,135,857,1,"Man, including trans man",19,"Right-handed","6","Normal",6,27,0.75,0.25,0.25,-0.25,0.5,NA,0.5,0.5,0.2,3.5,1,"Human",0
"162","Human",52210149,188,"right",180,180,1399,1,"Man, including trans man",19,"Right-handed","6","Normal",6,28,1,0.5,0.5,0,0.5,NA,0.5,0.5,0.2,3.5,1,"Human",0
"163","Human",52210149,189,"right",45,45,1246,1,"Man, including trans man",19,"Right-handed","6","Normal",6,29,0.25,0.25,-0.25,-0.25,0.5,NA,0.5,0.5,0.2,4.5,1,"Human",0
"164","Human",52210149,191,"right",180,180,1904,1,"Man, including trans man",19,"Right-handed","6","Normal",6,31,1,0.5,0.5,0,0.5,NA,0.5,0.5,0.2,4.5,1,"Human",0
"165","Human",52210149,192,"right",90,90,624,1,"Man, including trans man",19,"Right-handed","6","Normal",6,32,0.5,0,0,-0.5,0.5,NA,0.5,0.5,0.3,4.5,1,"Human",0
"166","Human",52210149,193,"right",90,90,875,1,"Man, including trans man",19,"Right-handed","6","Normal",7,1,0.5,0,0,-0.5,0.5,NA,0.5,0.5,0.3,-4.5,1,"Human",0
"167","Human",52210149,194,"right",0,0,825,1,"Man, including trans man",19,"Right-handed","6","Normal",7,2,0,0.5,-0.5,0,0.5,NA,0.5,0.5,0.3,-4.5,1,"Human",0
"168","Human",52210149,198,"right",180,180,1215,1,"Man, including trans man",19,"Right-handed","6","mirrored",7,6,1,0.5,0.5,0,0.5,NA,0.5,0.5,0.3,-3.5,-1,"Human",0
"169","Human",52210149,199,"right",315,45,1508,1,"Man, including trans man",19,"Right-handed","6","mirrored",7,7,0.25,0.75,-0.25,0.25,0.5,NA,0.5,0.5,0.3,-2.5,-1,"Human",0
"170","Human",52210149,200,"right",315,45,1214,1,"Man, including trans man",19,"Right-handed","6","mirrored",7,8,0.25,0.75,-0.25,0.25,0.5,NA,0.5,0.5,0.3,-2.5,-1,"Human",0
"171","Human",52210149,201,"right",45,45,1505,1,"Man, including trans man",19,"Right-handed","6","mirrored",7,9,0.25,0.25,-0.25,-0.25,0.5,NA,0.5,0.5,0.3,-2.5,-1,"Human",0
"172","Human",52210149,202,"right",270,90,1233,1,"Man, including trans man",19,"Right-handed","6","Normal",7,10,0.5,1,0,0.5,0.5,NA,0.5,0.5,0.3,-1.5,1,"Human",0
"173","Human",52210149,204,"right",225,135,1029,1,"Man, including trans man",19,"Right-handed","6","Normal",7,12,0.75,0.75,0.25,0.25,0.5,NA,0.5,0.5,0.3,-1.5,1,"Human",0
"174","Human",52210149,205,"right",315,45,1329,1,"Man, including trans man",19,"Right-handed","6","Normal",7,13,0.25,0.75,-0.25,0.25,0.5,NA,0.5,0.5,0.3,-0.5,1,"Human",0
"175","Human",52210149,206,"right",0,0,1204,1,"Man, including trans man",19,"Right-handed","6","mirrored",7,14,0,0.5,-0.5,0,0.5,NA,0.5,0.5,0.3,-0.5,-1,"Human",0
"176","Human",52210149,207,"right",90,90,1862,1,"Man, including trans man",19,"Right-handed","6","Normal",7,15,0.5,0,0,-0.5,0.5,NA,0.5,0.5,0.3,-0.5,1,"Human",0
"177","Human",52210149,208,"right",135,135,1494,1,"Man, including trans man",19,"Right-handed","6","mirrored",7,16,0.75,0.25,0.25,-0.25,0.5,NA,0.5,0.5,0.3,-0.5,-1,"Human",0
"178","Human",52210149,209,"right",45,45,1379,1,"Man, including trans man",19,"Right-handed","6","Normal",7,17,0.25,0.25,-0.25,-0.25,0.5,NA,0.5,0.5,0.3,0.5,1,"Human",0
"179","Human",52210149,210,"right",45,45,1958,1,"Man, including trans man",19,"Right-handed","6","mirrored",7,18,0.25,0.25,-0.25,-0.25,0.5,NA,0.5,0.5,0.3,0.5,-1,"Human",0
"180","Human",52210149,211,"right",180,180,1660,1,"Man, including trans man",19,"Right-handed","6","mirrored",7,19,1,0.5,0.5,0,0.5,NA,0.5,0.5,0.3,0.5,-1,"Human",0
"181","Human",52210149,212,"right",270,90,946,1,"Man, including trans man",19,"Right-handed","6","mirrored",7,20,0.5,1,0,0.5,0.5,NA,0.5,0.5,0.3,1.5,-1,"Human",0
"182","Human",52210149,214,"right",315,45,717,1,"Man, including trans man",19,"Right-handed","6","Normal",7,22,0.25,0.75,-0.25,0.25,0.5,NA,0.5,0.5,0.3,1.5,1,"Human",0
"183","Human",52210149,215,"right",0,0,808,1,"Man, including trans man",19,"Right-handed","6","mirrored",7,23,0,0.5,-0.5,0,0.5,NA,0.5,0.5,0.3,2.5,-1,"Human",0
"184","Human",52210149,216,"right",0,0,741,1,"Man, including trans man",19,"Right-handed","6","Normal",7,24,0,0.5,-0.5,0,0.5,NA,0.5,0.5,0.3,2.5,1,"Human",0
"185","Human",52210149,217,"right",225,135,994,1,"Man, including trans man",19,"Right-handed","6","mirrored",7,25,0.75,0.75,0.25,0.25,0.5,NA,0.5,0.5,0.3,2.5,-1,"Human",0
"186","Human",52210149,218,"right",45,45,1270,1,"Man, including trans man",19,"Right-handed","6","Normal",7,26,0.25,0.25,-0.25,-0.25,0.5,NA,0.5,0.5,0.4,3.5,1,"Human",0
"187","Human",52210149,220,"right",225,135,1219,1,"Man, including trans man",19,"Right-handed","6","mirrored",7,28,0.75,0.75,0.25,0.25,0.5,NA,0.5,0.5,0.4,3.5,-1,"Human",0
"188","Human",52210149,222,"right",270,90,919,1,"Man, including trans man",19,"Right-handed","6","Normal",7,30,0.5,1,0,0.5,0.5,NA,0.5,0.5,0.4,4.5,1,"Human",0
"189","Human",52210149,223,"right",135,135,1573,1,"Man, including trans man",19,"Right-handed","6","Normal",7,31,0.75,0.25,0.25,-0.25,0.5,NA,0.5,0.5,0.4,4.5,1,"Human",0
"190","Human",52210149,224,"right",180,180,1621,1,"Man, including trans man",19,"Right-handed","6","Normal",7,32,1,0.5,0.5,0,0.5,NA,0.5,0.5,0.4,4.5,1,"Human",0
"191","Human",52210149,225,"left",0,0,878,1,"Man, including trans man",19,"Right-handed","6","Normal",8,1,0,0.5,-0.5,0,0.5,NA,0.5,0.5,0.4,-4.5,1,"Human",0
"192","Human",52210149,226,"left",225,135,765,1,"Man, including trans man",19,"Right-handed","6","Normal",8,2,0.75,0.25,0.25,-0.25,0.5,NA,0.5,0.5,0.4,-4.5,1,"Human",0
"193","Human",52210149,227,"left",90,90,1013,1,"Man, including trans man",19,"Right-handed","6","Normal",8,3,0.5,1,0,0.5,0.5,NA,0.5,0.5,0.4,-4.5,1,"Human",0
"194","Human",52210149,228,"left",45,45,1753,1,"Man, including trans man",19,"Right-handed","6","mirrored",8,4,0.25,0.75,-0.25,0.25,0.5,NA,0.5,0.5,0.4,-3.5,-1,"Human",0
"195","Human",52210149,229,"left",90,90,711,1,"Man, including trans man",19,"Right-handed","6","Normal",8,5,0.5,1,0,0.5,0.5,NA,0.5,0.5,0.4,-3.5,1,"Human",0
"196","Human",52210149,230,"left",180,180,1523,1,"Man, including trans man",19,"Right-handed","6","mirrored",8,6,1,0.5,0.5,0,0.5,NA,0.5,0.5,0.4,-3.5,-1,"Human",0
"197","Human",52210149,232,"left",45,45,998,1,"Man, including trans man",19,"Right-handed","6","Normal",8,8,0.25,0.75,-0.25,0.25,0.5,NA,0.5,0.5,0.4,-2.5,1,"Human",0
"198","Human",52210149,233,"left",270,90,1344,1,"Man, including trans man",19,"Right-handed","6","mirrored",8,9,0.5,0,0,-0.5,0.5,NA,0.5,0.5,0.4,-2.5,-1,"Human",0
"199","Human",52210149,234,"left",90,90,1835,1,"Man, including trans man",19,"Right-handed","6","mirrored",8,10,0.5,1,0,0.5,0.5,NA,0.5,0.5,0.4,-1.5,-1,"Human",0
"200","Human",52210149,235,"left",135,135,1302,1,"Man, including trans man",19,"Right-handed","6","mirrored",8,11,0.75,0.75,0.25,0.25,0.5,NA,0.5,0.5,0.4,-1.5,-1,"Human",0
"201","Human",52210149,236,"left",315,45,950,1,"Man, including trans man",19,"Right-handed","6","Normal",8,12,0.25,0.25,-0.25,-0.25,0.5,NA,0.5,0.5,0.4,-1.5,1,"Human",0
"202","Human",52210149,237,"left",45,45,1197,1,"Man, including trans man",19,"Right-handed","6","Normal",8,13,0.25,0.75,-0.25,0.25,0.5,NA,0.5,0.5,0.4,-0.5,1,"Human",0
"203","Human",52210149,238,"left",270,90,951,1,"Man, including trans man",19,"Right-handed","6","Normal",8,14,0.5,0,0,-0.5,0.5,NA,0.5,0.5,0.4,-0.5,1,"Human",0
"204","Human",52210149,239,"left",270,90,907,1,"Man, including trans man",19,"Right-handed","6","mirrored",8,15,0.5,0,0,-0.5,0.5,NA,0.5,0.5,0.4,-0.5,-1,"Human",0
"205","Human",52210149,240,"left",135,135,1299,1,"Man, including trans man",19,"Right-handed","6","Normal",8,16,0.75,0.75,0.25,0.25,0.5,NA,0.5,0.5,0.4,-0.5,1,"Human",0
"206","Human",52210149,241,"left",45,45,826,1,"Man, including trans man",19,"Right-handed","6","mirrored",8,17,0.25,0.75,-0.25,0.25,0.5,NA,0.5,0.5,0.4,0.5,-1,"Human",0
"207","Human",52210149,242,"left",0,0,867,1,"Man, including trans man",19,"Right-handed","6","Normal",8,18,0,0.5,-0.5,0,0.5,NA,0.5,0.5,0.4,0.5,1,"Human",0
"208","Human",52210149,244,"left",180,180,1932,1,"Man, including trans man",19,"Right-handed","6","mirrored",8,20,1,0.5,0.5,0,0.5,NA,0.5,0.5,0.5,1.5,-1,"Human",0
"209","Human",52210149,247,"left",180,180,1958,1,"Man, including trans man",19,"Right-handed","6","Normal",8,23,1,0.5,0.5,0,0.5,NA,0.5,0.5,0.5,2.5,1,"Human",0
"210","Human",52210149,248,"left",0,0,1038,1,"Man, including trans man",19,"Right-handed","6","mirrored",8,24,0,0.5,-0.5,0,0.5,NA,0.5,0.5,0.5,2.5,-1,"Human",0
"211","Human",52210149,249,"left",225,135,1508,1,"Man, including trans man",19,"Right-handed","6","mirrored",8,25,0.75,0.25,0.25,-0.25,0.5,NA,0.5,0.5,0.5,2.5,-1,"Human",0
"212","Human",52210149,251,"left",315,45,1660,1,"Man, including trans man",19,"Right-handed","6","mirrored",8,27,0.25,0.25,-0.25,-0.25,0.5,NA,0.5,0.5,0.5,3.5,-1,"Human",0
"213","Human",52210149,252,"left",315,45,1053,1,"Man, including trans man",19,"Right-handed","6","Normal",8,28,0.25,0.25,-0.25,-0.25,0.5,NA,0.5,0.5,0.5,3.5,1,"Human",0
"214","Human",52210149,253,"left",0,0,1170,1,"Man, including trans man",19,"Right-handed","6","mirrored",8,29,0,0.5,-0.5,0,0.5,NA,0.5,0.5,0.5,4.5,-1,"Human",0
"215","Human",52210149,254,"left",270,90,815,1,"Man, including trans man",19,"Right-handed","6","Normal",8,30,0.5,0,0,-0.5,0.5,NA,0.5,0.5,0.5,4.5,1,"Human",0
"216","Human",52210149,255,"left",180,180,1171,1,"Man, including trans man",19,"Right-handed","6","Normal",8,31,1,0.5,0.5,0,0.5,NA,0.5,0.5,0.5,4.5,1,"Human",0
"217","Human",52210149,256,"left",225,135,1353,1,"Man, including trans man",19,"Right-handed","6","Normal",8,32,0.75,0.25,0.25,-0.25,0.5,NA,0.5,0.5,0.5,4.5,1,"Human",0
"218","Human",52318147,2,"right",90,90,1586,0,"Man, including trans man",18,"Right-handed","3","mirrored",1,2,0.5,0,0,-0.5,0.5,NA,0.5,0.5,-0.5,-4.5,-1,"Human",1
"219","Human",52318147,3,"right",225,135,1414,1,"Man, including trans man",18,"Right-handed","3","Normal",1,3,0.75,0.75,0.25,0.25,0.5,NA,0.5,0.5,-0.5,-4.5,1,"Human",0
"220","Human",52318147,4,"right",45,45,1169,1,"Man, including trans man",18,"Right-handed","3","Normal",1,4,0.25,0.25,-0.25,-0.25,0.5,NA,0.5,0.5,-0.5,-3.5,1,"Human",0
"221","Human",52318147,5,"right",135,135,957,1,"Man, including trans man",18,"Right-handed","3","mirrored",1,5,0.75,0.25,0.25,-0.25,0.5,NA,0.5,0.5,-0.5,-3.5,-1,"Human",0
"222","Human",52318147,6,"right",180,180,789,0,"Man, including trans man",18,"Right-handed","3","Normal",1,6,1,0.5,0.5,0,0.5,NA,0.5,0.5,-0.5,-3.5,1,"Human",1
"223","Human",52318147,7,"right",0,0,1128,1,"Man, including trans man",18,"Right-handed","3","mirrored",1,7,0,0.5,-0.5,0,0.5,NA,0.5,0.5,-0.5,-2.5,-1,"Human",0
"224","Human",52318147,8,"right",270,90,1229,0,"Man, including trans man",18,"Right-handed","3","Normal",1,8,0.5,1,0,0.5,0.5,NA,0.5,0.5,-0.5,-2.5,1,"Human",1
"225","Human",52318147,9,"right",225,135,1555,1,"Man, including trans man",18,"Right-handed","3","mirrored",1,9,0.75,0.75,0.25,0.25,0.5,NA,0.5,0.5,-0.5,-2.5,-1,"Human",0
"226","Human",52318147,10,"right",315,45,1159,1,"Man, including trans man",18,"Right-handed","3","Normal",1,10,0.25,0.75,-0.25,0.25,0.5,NA,0.5,0.5,-0.5,-1.5,1,"Human",0
"227","Human",52318147,11,"right",135,135,1216,1,"Man, including trans man",18,"Right-handed","3","mirrored",1,11,0.75,0.25,0.25,-0.25,0.5,NA,0.5,0.5,-0.5,-1.5,-1,"Human",0
"228","Human",52318147,12,"right",135,135,1964,1,"Man, including trans man",18,"Right-handed","3","Normal",1,12,0.75,0.25,0.25,-0.25,0.5,NA,0.5,0.5,-0.5,-1.5,1,"Human",0
"229","Human",52318147,13,"right",270,90,1128,1,"Man, including trans man",18,"Right-handed","3","mirrored",1,13,0.5,1,0,0.5,0.5,NA,0.5,0.5,-0.4,-0.5,-1,"Human",0
"230","Human",52318147,14,"right",0,0,710,1,"Man, including trans man",18,"Right-handed","3","Normal",1,14,0,0.5,-0.5,0,0.5,NA,0.5,0.5,-0.4,-0.5,1,"Human",0
"231","Human",52318147,15,"right",90,90,937,1,"Man, including trans man",18,"Right-handed","3","Normal",1,15,0.5,0,0,-0.5,0.5,NA,0.5,0.5,-0.4,-0.5,1,"Human",0
"232","Human",52318147,16,"right",180,180,939,1,"Man, including trans man",18,"Right-handed","3","mirrored",1,16,1,0.5,0.5,0,0.5,NA,0.5,0.5,-0.4,-0.5,-1,"Human",0
"233","Human",52318147,17,"right",0,0,1244,1,"Man, including trans man",18,"Right-handed","3","mirrored",1,17,0,0.5,-0.5,0,0.5,NA,0.5,0.5,-0.4,0.5,-1,"Human",0
"234","Human",52318147,18,"right",225,135,894,0,"Man, including trans man",18,"Right-handed","3","Normal",1,18,0.75,0.75,0.25,0.25,0.5,NA,0.5,0.5,-0.4,0.5,1,"Human",1
"235","Human",52318147,19,"right",225,135,1512,1,"Man, including trans man",18,"Right-handed","3","mirrored",1,19,0.75,0.75,0.25,0.25,0.5,NA,0.5,0.5,-0.4,0.5,-1,"Human",0
"236","Human",52318147,20,"right",90,90,1204,1,"Man, including trans man",18,"Right-handed","3","Normal",1,20,0.5,0,0,-0.5,0.5,NA,0.5,0.5,-0.4,1.5,1,"Human",0
"237","Human",52318147,21,"right",315,45,1266,1,"Man, including trans man",18,"Right-handed","3","mirrored",1,21,0.25,0.75,-0.25,0.25,0.5,NA,0.5,0.5,-0.4,1.5,-1,"Human",0
"238","Human",52318147,22,"right",180,180,1318,0,"Man, including trans man",18,"Right-handed","3","Normal",1,22,1,0.5,0.5,0,0.5,NA,0.5,0.5,-0.4,1.5,1,"Human",1
"239","Human",52318147,23,"right",270,90,1126,1,"Man, including trans man",18,"Right-handed","3","mirrored",1,23,0.5,1,0,0.5,0.5,NA,0.5,0.5,-0.4,2.5,-1,"Human",0
"240","Human",52318147,24,"right",45,45,1553,1,"Man, including trans man",18,"Right-handed","3","mirrored",1,24,0.25,0.25,-0.25,-0.25,0.5,NA,0.5,0.5,-0.4,2.5,-1,"Human",0
"241","Human",52318147,25,"right",45,45,1374,1,"Man, including trans man",18,"Right-handed","3","Normal",1,25,0.25,0.25,-0.25,-0.25,0.5,NA,0.5,0.5,-0.4,2.5,1,"Human",0
"242","Human",52318147,26,"right",315,45,948,1,"Man, including trans man",18,"Right-handed","3","Normal",1,26,0.25,0.75,-0.25,0.25,0.5,NA,0.5,0.5,-0.4,3.5,1,"Human",0
"243","Human",52318147,27,"right",315,45,919,1,"Man, including trans man",18,"Right-handed","3","mirrored",1,27,0.25,0.75,-0.25,0.25,0.5,NA,0.5,0.5,-0.4,3.5,-1,"Human",0
"244","Human",52318147,28,"right",45,45,1443,1,"Man, including trans man",18,"Right-handed","3","mirrored",1,28,0.25,0.25,-0.25,-0.25,0.5,NA,0.5,0.5,-0.4,3.5,-1,"Human",0
"245","Human",52318147,30,"right",135,135,1457,0,"Man, including trans man",18,"Right-handed","3","Normal",1,30,0.75,0.25,0.25,-0.25,0.5,NA,0.5,0.5,-0.4,4.5,1,"Human",1
"246","Human",52318147,31,"right",90,90,1586,1,"Man, including trans man",18,"Right-handed","3","mirrored",1,31,0.5,0,0,-0.5,0.5,NA,0.5,0.5,-0.4,4.5,-1,"Human",0
"247","Human",52318147,32,"right",0,0,701,1,"Man, including trans man",18,"Right-handed","3","Normal",1,32,0,0.5,-0.5,0,0.5,NA,0.5,0.5,-0.4,4.5,1,"Human",0
"248","Human",52318147,33,"left",0,0,498,1,"Man, including trans man",18,"Right-handed","3","Normal",2,1,0,0.5,-0.5,0,0.5,NA,0.5,0.5,-0.4,-4.5,1,"Human",0
"249","Human",52318147,34,"left",90,90,1439,1,"Man, including trans man",18,"Right-handed","3","Normal",2,2,0.5,1,0,0.5,0.5,NA,0.5,0.5,-0.4,-4.5,1,"Human",0
"250","Human",52318147,35,"left",90,90,712,1,"Man, including trans man",18,"Right-handed","3","mirrored",2,3,0.5,1,0,0.5,0.5,NA,0.5,0.5,-0.4,-4.5,-1,"Human",0
"251","Human",52318147,36,"left",315,45,897,1,"Man, including trans man",18,"Right-handed","3","Normal",2,4,0.25,0.25,-0.25,-0.25,0.5,NA,0.5,0.5,-0.4,-3.5,1,"Human",0
"252","Human",52318147,37,"left",45,45,755,1,"Man, including trans man",18,"Right-handed","3","Normal",2,5,0.25,0.75,-0.25,0.25,0.5,NA,0.5,0.5,-0.4,-3.5,1,"Human",0
"253","Human",52318147,38,"left",135,135,1099,1,"Man, including trans man",18,"Right-handed","3","Normal",2,6,0.75,0.75,0.25,0.25,0.5,NA,0.5,0.5,-0.4,-3.5,1,"Human",0
"254","Human",52318147,39,"left",270,90,1035,1,"Man, including trans man",18,"Right-handed","3","mirrored",2,7,0.5,0,0,-0.5,0.5,NA,0.5,0.5,-0.3,-2.5,-1,"Human",0
"255","Human",52318147,40,"left",45,45,868,1,"Man, including trans man",18,"Right-handed","3","mirrored",2,8,0.25,0.75,-0.25,0.25,0.5,NA,0.5,0.5,-0.3,-2.5,-1,"Human",0
"256","Human",52318147,41,"left",90,90,1166,1,"Man, including trans man",18,"Right-handed","3","mirrored",2,9,0.5,1,0,0.5,0.5,NA,0.5,0.5,-0.3,-2.5,-1,"Human",0
"257","Human",52318147,42,"left",180,180,1466,1,"Man, including trans man",18,"Right-handed","3","Normal",2,10,1,0.5,0.5,0,0.5,NA,0.5,0.5,-0.3,-1.5,1,"Human",0
"258","Human",52318147,43,"left",315,45,842,1,"Man, including trans man",18,"Right-handed","3","Normal",2,11,0.25,0.25,-0.25,-0.25,0.5,NA,0.5,0.5,-0.3,-1.5,1,"Human",0
"259","Human",52318147,44,"left",135,135,1238,1,"Man, including trans man",18,"Right-handed","3","Normal",2,12,0.75,0.75,0.25,0.25,0.5,NA,0.5,0.5,-0.3,-1.5,1,"Human",0
"260","Human",52318147,45,"left",225,135,954,1,"Man, including trans man",18,"Right-handed","3","Normal",2,13,0.75,0.25,0.25,-0.25,0.5,NA,0.5,0.5,-0.3,-0.5,1,"Human",0
"261","Human",52318147,46,"left",0,0,917,1,"Man, including trans man",18,"Right-handed","3","mirrored",2,14,0,0.5,-0.5,0,0.5,NA,0.5,0.5,-0.3,-0.5,-1,"Human",0
"262","Human",52318147,47,"left",315,45,870,1,"Man, including trans man",18,"Right-handed","3","mirrored",2,15,0.25,0.25,-0.25,-0.25,0.5,NA,0.5,0.5,-0.3,-0.5,-1,"Human",0
"263","Human",52318147,48,"left",90,90,1109,1,"Man, including trans man",18,"Right-handed","3","Normal",2,16,0.5,1,0,0.5,0.5,NA,0.5,0.5,-0.3,-0.5,1,"Human",0
"264","Human",52318147,50,"left",225,135,1609,1,"Man, including trans man",18,"Right-handed","3","Normal",2,18,0.75,0.25,0.25,-0.25,0.5,NA,0.5,0.5,-0.3,0.5,1,"Human",0
"265","Human",52318147,51,"left",0,0,840,1,"Man, including trans man",18,"Right-handed","3","Normal",2,19,0,0.5,-0.5,0,0.5,NA,0.5,0.5,-0.3,0.5,1,"Human",0
"266","Human",52318147,52,"left",225,135,1121,1,"Man, including trans man",18,"Right-handed","3","mirrored",2,20,0.75,0.25,0.25,-0.25,0.5,NA,0.5,0.5,-0.3,1.5,-1,"Human",0
"267","Human",52318147,53,"left",180,180,1066,1,"Man, including trans man",18,"Right-handed","3","mirrored",2,21,1,0.5,0.5,0,0.5,NA,0.5,0.5,-0.3,1.5,-1,"Human",0
"268","Human",52318147,54,"left",270,90,1016,1,"Man, including trans man",18,"Right-handed","3","mirrored",2,22,0.5,0,0,-0.5,0.5,NA,0.5,0.5,-0.3,1.5,-1,"Human",0
"269","Human",52318147,55,"left",135,135,1226,1,"Man, including trans man",18,"Right-handed","3","mirrored",2,23,0.75,0.75,0.25,0.25,0.5,NA,0.5,0.5,-0.3,2.5,-1,"Human",0
"270","Human",52318147,56,"left",0,0,853,1,"Man, including trans man",18,"Right-handed","3","mirrored",2,24,0,0.5,-0.5,0,0.5,NA,0.5,0.5,-0.3,2.5,-1,"Human",0
"271","Human",52318147,57,"left",135,135,1040,1,"Man, including trans man",18,"Right-handed","3","mirrored",2,25,0.75,0.75,0.25,0.25,0.5,NA,0.5,0.5,-0.3,2.5,-1,"Human",0
"272","Human",52318147,58,"left",45,45,696,1,"Man, including trans man",18,"Right-handed","3","Normal",2,26,0.25,0.75,-0.25,0.25,0.5,NA,0.5,0.5,-0.3,3.5,1,"Human",0
"273","Human",52318147,59,"left",180,180,1726,1,"Man, including trans man",18,"Right-handed","3","Normal",2,27,1,0.5,0.5,0,0.5,NA,0.5,0.5,-0.3,3.5,1,"Human",0
